iter	Logloss
184	0.122060968
185	0.1215194049
186	0.1211819434
187	0.1208606418
188	0.1204645331
189	0.1199931966
190	0.1196373345
191	0.1189957314
192	0.1187466822
193	0.1183606987
194	0.1180057105
195	0.117621246
196	0.1171680349
197	0.1167700725
198	0.1164146585
199	0.1157340747
200	0.1155532234
201	0.1152528614
202	0.1149044782
203	0.1144594802
204	0.114112264
205	0.1138658192
206	0.1135147251
207	0.11318808
208	0.1128901423
209	0.1126316417
210	0.1124134332
211	0.1120232072
212	0.1116105677
213	0.1111988703
214	0.1109239597
215	0.1105670485
216	0.1100781476
217	0.1097751128
218	0.109469203
219	0.1089778381
220	0.108740901
221	0.1084521685
222	0.1079986251
223	0.1078110116
224	0.1074914944
225	0.1072560171
226	0.1070166617
227	0.1067548204
228	0.1064689615
229	0.1061757439
230	0.1059580881
231	0.105558808
232	0.1052740954
233	0.105086874
234	0.1049339842
235	0.1047304375
236	0.1045057814
237	0.1042892348
238	0.1040388718
239	0.1037754621
240	0.1033158195
241	0.1029422785
242	0.1026463837
243	0.1023246713
244	0.1020382253
245	0.1018450773
246	0.101500955
247	0.1012652003
248	0.1009304365
249	0.1005392358
250	0.1002647477
251	0.09995313385
252	0.09967105691
253	0.0992923357
254	0.09896252029
255	0.09882790808
256	0.0986763965
257	0.09836561323
258	0.09808356337
259	0.09790628715
260	0.09768850505
261	0.09728817733
262	0.09702308021
263	0.09674041786
264	0.09638691363
265	0.09602218511
266	0.09587081132
267	0.09573365312
268	0.09552333165
269	0.09532766638
270	0.09503621968
271	0.09482391223
272	0.09446523436
273	0.09426259671
274	0.09411357655
275	0.09395465482
276	0.09375547943
277	0.09362472059
278	0.09347873678
279	0.09323661275
280	0.093065651
281	0.09274486207
282	0.09259224618
283	0.0922766094
284	0.09205459327
285	0.09181388681
286	0.09152456796
287	0.09138586837
288	0.09122402137
289	0.09098784785
290	0.09073877409
291	0.09060534375
292	0.09051831392
293	0.09029097234
294	0.09011609853
295	0.08989020236
296	0.08968358636
297	0.08945373258
298	0.0893039595
299	0.0889828928
300	0.08877188556
301	0.08856804609
302	0.08843511743
303	0.08826863008
304	0.08803455471
305	0.08787962113
306	0.08774509901
307	0.08764271765
308	0.08754022799
309	0.08740792395
310	0.08724284289
311	0.08715125865
312	0.08703555105
313	0.0869310469
314	0.08673468624
315	0.08656183552
316	0.08635925445
317	0.08621443008
318	0.08607102493
319	0.08585837656
320	0.0856696942
321	0.08548555615
322	0.08537007939
323	0.08521771138
324	0.085002927
325	0.08478879103
326	0.08462296035
327	0.08445728998
328	0.08426322923
329	0.08420554661
330	0.08401677844
331	0.08377276944
332	0.08362217882
333	0.08346493333
334	0.08324417274
335	0.08311322205
336	0.08291561774
337	0.08281527225
338	0.08271383055
339	0.08259106963
340	0.08247446931
341	0.08225953319
342	0.08197159751
343	0.08174581287
344	0.08168981034
345	0.08155902934
346	0.08143163732
347	0.08124525345
348	0.08115013316
349	0.08104898053
350	0.08089828716
351	0.08079522478
352	0.0806231358
353	0.0804978576
354	0.08029793974
355	0.08012729021
356	0.08001384822
357	0.07986623573
358	0.07971731037
359	0.07956723136
360	0.07947920281
361	0.07932989398
362	0.0791031483
363	0.07896899406
364	0.07889162583
365	0.07877870468
366	0.07859005926
367	0.07846061117
368	0.07836409612
369	0.07829110134
370	0.07816757562
371	0.07798442427
372	0.07788380418
373	0.07777393159
374	0.07766134968
375	0.07749002694
376	0.07736779569
377	0.07728691147
378	0.07717731436
379	0.07704607895
380	0.07695753336
381	0.07670258333
382	0.07662425351
383	0.07654969716
384	0.07642986302
385	0.07630407176
386	0.07625495532
387	0.07610211681
388	0.07605285096
389	0.07592042916
390	0.07582504184
391	0.0756874603
392	0.0755185839
393	0.07543361006
394	0.07530305838
395	0.07509089522
396	0.07497527713
397	0.07488619934
398	0.0747938698
399	0.07464556065
400	0.07452657896
401	0.07441626488
402	0.07435543393
403	0.07419307967
404	0.07401089404
405	0.07389987225
406	0.07382985269
407	0.07369312376
408	0.07360160394
409	0.07345343784
410	0.07332351793
411	0.07325612687
412	0.07316093536
413	0.07305673472
414	0.07291987433
415	0.07283423683
416	0.07273933952
417	0.07260911043
418	0.0724885972
419	0.07244457088
420	0.07234549575
421	0.07221105
422	0.07201913766
423	0.0719022903
424	0.07183019557
425	0.07170978098
426	0.07156201982
427	0.07149431249
428	0.07136199196
429	0.07122946117
430	0.0711393233
431	0.0710133049
432	0.07090042968
433	0.07077718534
434	0.07066727587
435	0.07057900601
436	0.07049075383
437	0.07040122751
438	0.07029619121
439	0.07013318078
440	0.07004567487
441	0.06995840564
442	0.0698377816
443	0.06977467951
444	0.06970879602
445	0.06960816963
446	0.06950702548
447	0.06942556642
448	0.0693941871
449	0.06930556712
450	0.06916238881
451	0.06897753323
452	0.06889526779
453	0.06881848622
454	0.06874236126
455	0.06868172685
456	0.06860392578
457	0.06848578201
458	0.06839588134
459	0.06830826835
460	0.06819543562
461	0.06808146428
462	0.06796454009
463	0.06788178265
464	0.06777221621
465	0.06774713115
466	0.06763809758
467	0.06761867993
468	0.067542102
469	0.06742590408
470	0.06732700978
471	0.06720085035
472	0.06711784037
473	0.06702421547
474	0.06692919704
475	0.06686546832
476	0.06683689592
477	0.06671541847
478	0.06667420678
479	0.06662125394
480	0.06651660297
481	0.06644319455
482	0.06635808764
483	0.06621393387
484	0.06613428326
485	0.06605856723
486	0.06597384231
487	0.06592282579
488	0.06584747478
489	0.06575581235
490	0.06570727003
491	0.06563148351
492	0.06556814539
493	0.06546257489
494	0.06535651515
495	0.0652160085
496	0.06512877845
497	0.06501034459
498	0.06494270856
499	0.06485697589
500	0.06478387013
501	0.06471704899
502	0.0646112289
503	0.06450759353
504	0.06440239202
505	0.06430980778
506	0.06426930069
507	0.06413044157
508	0.0640604634
509	0.06398979719
510	0.06390739581
511	0.06382365269
512	0.06370959366
513	0.06362805075
514	0.06351439033
515	0.06343545408
516	0.06333729588
517	0.06318760604
518	0.06308836015
519	0.06296910849
520	0.06291848497
521	0.06283612122
522	0.06277254474
523	0.06267814874
524	0.06260977389
525	0.0625632248
526	0.06245540487
527	0.06235239963
528	0.06231378754
529	0.06225306816
530	0.06217889531
531	0.06214703222
532	0.06203387627
533	0.06195715925
534	0.06188979934
535	0.0617656548
536	0.06167709027
537	0.06160823184
538	0.06153451993
539	0.06143887031
540	0.0613307312
541	0.0612186594
542	0.06112591688
543	0.06101197019
544	0.06093215601
545	0.06086539991
546	0.06081560108
547	0.06074568374
548	0.06069238629
549	0.0606654162
550	0.06065105494
551	0.06059710218
552	0.06053130386
553	0.06039826853
554	0.06032221958
555	0.06030255496
556	0.06025026999
557	0.0602042235
558	0.0600760737
559	0.06004669572
560	0.05995106978
561	0.0598680539
562	0.05978636897
563	0.05969855295
564	0.05965099284
565	0.05955925353
566	0.05952013472
567	0.05942061558
568	0.05934614346
569	0.05923928665
570	0.05917467751
571	0.05910629388
572	0.05898742061
573	0.05891972083
574	0.05881909529
575	0.05874404368
576	0.05869289321
577	0.05864023871
578	0.05855189641
579	0.05848299752
580	0.05847162514
581	0.05842047375
582	0.05838901663
583	0.05832894365
584	0.0582571064
585	0.05821131024
586	0.058096802
587	0.0580473957
588	0.0579730873
589	0.05789599522
590	0.05780330579
591	0.05773411449
592	0.05770516646
593	0.05765896357
594	0.05755257585
595	0.05753702273
596	0.05747759883
597	0.05741448643
598	0.05735597429
599	0.0572989844
600	0.05721165723
601	0.05714639872
602	0.05711739858
603	0.05703745455
604	0.05696721279
605	0.05690235222
606	0.05682401125
607	0.05673723039
608	0.05664940721
609	0.05660473971
610	0.05656585801
611	0.05650512793
612	0.05646524734
613	0.05641748605
614	0.0563517541
615	0.05627616511
616	0.05619970426
617	0.05612210162
618	0.05607265679
619	0.05602859841
620	0.05591092089
621	0.05585918775
622	0.05578758994
623	0.05567873448
624	0.0556070242
625	0.0555102405
626	0.05544284419
627	0.05534952303
628	0.05526511192
629	0.05520714105
630	0.05509933614
631	0.05503720386
632	0.05500647173
633	0.05491891612
634	0.05479726573
635	0.0547379059
636	0.05470868978
637	0.05462722373
638	0.05459495951
639	0.05452713018
640	0.05446224181
641	0.05440077348
642	0.0543646635
643	0.05431733395
644	0.05428631619
645	0.05419687403
646	0.05414367326
647	0.05405969683
648	0.05404185712
649	0.05400443993
650	0.05391830578
651	0.05388216156
652	0.05380227392
653	0.05374044639
654	0.05368643294
655	0.05363028213
656	0.05356532726
657	0.05349065788
658	0.05340791461
659	0.05334196191
660	0.05327490349
661	0.05315765198
662	0.05312018158
663	0.05307928697
664	0.05303218465
665	0.05296345151
666	0.05286381269
667	0.05280709214
668	0.05271912078
669	0.05266655967
670	0.05260439585
671	0.05253523377
672	0.05247762516
673	0.05237385809
674	0.05232189477
675	0.05220652653
676	0.05215398719
677	0.05213997637
678	0.05205852633
679	0.05201294905
680	0.05198480039
681	0.0519318791
682	0.05187396122
683	0.05181463762
684	0.05175088435
685	0.05170676773
686	0.05164889801
687	0.05158330845
688	0.05149836541
689	0.05141614217
690	0.05137938614
691	0.05131511729
692	0.05125555032
693	0.05122404078
694	0.0511866946
695	0.05115398101
696	0.05109475508
697	0.05104011871
698	0.05098978153
699	0.05093690087
700	0.05088229832
701	0.05085584357
702	0.05083798201
703	0.05077589754
704	0.0507500148
705	0.05066852511
706	0.05062043836
707	0.05057137521
708	0.05049512194
709	0.05044180061
710	0.05039412909
711	0.05028927645
712	0.05021752483
713	0.05014801881
714	0.05007764397
715	0.05000808372
716	0.04994518251
717	0.04989500421
718	0.04982685413
719	0.04978421055
720	0.04971078829
721	0.04968020983
722	0.04962422074
723	0.04957105022
724	0.04952493121
725	0.04947071198
726	0.04942497464
727	0.04935427443
728	0.04930522286
729	0.04923078418
730	0.04917225042
731	0.04906159323
732	0.04900542691
733	0.04896254699
734	0.04890787739
735	0.04885514009
736	0.0487888108
737	0.04873539155
738	0.0486541808
739	0.04861392823
740	0.04856678533
741	0.04851287943
742	0.04844073109
743	0.04840666712
744	0.04832095345
745	0.04827607596
746	0.04821464994
747	0.04817638934
748	0.04812354352
749	0.04807704858
750	0.04803706215
751	0.047988096
752	0.0479453453
753	0.04790153141
754	0.04784551048
755	0.04782517917
756	0.04771294983
757	0.04766062119
758	0.04760436542
759	0.04753887839
760	0.04750776778
761	0.0474635249
762	0.04739515709
763	0.04732150538
764	0.04727726193
765	0.04723694279
766	0.04718401245
767	0.04713705715
768	0.04706341641
769	0.04702720923
770	0.0470017413
771	0.04696485937
772	0.04692470845
773	0.04685056515
774	0.04676568811
775	0.0466588195
776	0.04661601669
777	0.04657854253
778	0.04652739816
779	0.04643472327
780	0.04636819017
781	0.04629935135
782	0.04626992717
783	0.04619515329
784	0.04615239702
785	0.04610258717
786	0.0460367713
787	0.04597432233
788	0.04591886187
789	0.04590648948
790	0.04586399966
791	0.04581206952
792	0.04577352771
793	0.04573505527
794	0.04567776157
795	0.04562313608
796	0.04557841277
797	0.04554067686
798	0.04549743065
799	0.04541026397
800	0.04536333291
801	0.04532623771
802	0.04524978346
803	0.04519442124
804	0.04515207784
805	0.045094301
806	0.04505491819
807	0.04501526828
808	0.04497158453
809	0.04489164033
810	0.0448267081
811	0.04477348162
812	0.04468458538
813	0.04463375135
814	0.04459131113
815	0.04455312224
816	0.04451540349
817	0.04446755975
818	0.04440319308
819	0.04435705366
820	0.04428235089
821	0.0442265685
822	0.04417751532
823	0.04414657707
824	0.04410131244
825	0.04405990925
826	0.04398358018
827	0.04397101259
828	0.0439299318
829	0.04389790022
830	0.04385137163
831	0.04381449245
832	0.043743123
833	0.04367688117
834	0.04364013492
835	0.04358708655
836	0.04352919517
837	0.04344926136
838	0.04340783196
839	0.04337456342
840	0.04331209642
841	0.04322725046
842	0.04315918676
843	0.04307997175
844	0.04303992407
845	0.04300732091
846	0.04292848493
847	0.04288757642
848	0.04285172564
849	0.04274228826
850	0.04269618016
851	0.04265064795
852	0.04258452452
853	0.04251443303
854	0.04247589214
855	0.04244560174
856	0.04234693258
857	0.04229868305
858	0.04223625105
859	0.04214592411
860	0.04208934043
861	0.04202424388
862	0.04198948736
863	0.04196213966
864	0.04190020703
865	0.04185504538
866	0.04182424479
867	0.04177152654
868	0.04173707201
869	0.04167993364
870	0.0416418415
871	0.04160923499
872	0.04157325148
873	0.04153371825
874	0.04147595493
875	0.04139418684
876	0.04134104356
877	0.04125898062
878	0.04119928131
879	0.04116099494
880	0.04109044406
881	0.04106703735
882	0.0410016853
883	0.04096073487
884	0.04088148184
885	0.04082635408
886	0.04077795788
887	0.04072928221
888	0.04067627812
889	0.04063549308
890	0.04058530806
891	0.04052391129
892	0.04045995486
893	0.0404020325
894	0.04036576761
895	0.04030112613
896	0.04024797776
897	0.04018987217
898	0.04014818564
899	0.04009549346
900	0.04006150812
901	0.04002284073
902	0.03997687673
903	0.0398935276
904	0.03981382626
905	0.03977373889
906	0.03973816645
907	0.03963947706
908	0.0395941041
909	0.03952032081
910	0.03944148421
911	0.03938105615
912	0.03935770664
913	0.03931738277
914	0.03928510036
915	0.03925484653
916	0.039213228
917	0.03917433178
918	0.03912182126
919	0.03907625637
920	0.03902527179
921	0.03899540367
922	0.03894798055
923	0.03890397827
924	0.03886653772
925	0.03881079956
926	0.03878831493
927	0.03875245417
928	0.03872690571
929	0.03868342363
930	0.03862950281
931	0.03854017136
932	0.03848854175
933	0.0384611769
934	0.03842000894
935	0.03837694291
936	0.03834064326
937	0.03826725711
938	0.03823478562
939	0.03818611547
940	0.03813297327
941	0.03809326169
942	0.03808021136
943	0.03802421353
944	0.03795539755
945	0.03794406377
946	0.0379039972
947	0.03786097376
948	0.03785100428
949	0.03781665706
950	0.03771495351
951	0.03767742475
952	0.03764277409
953	0.03762391661
954	0.03756958891
955	0.03751499455
956	0.03747964676
957	0.0374322477
958	0.03740628565
959	0.0373822161
960	0.03734744409
961	0.03732579373
962	0.03726133747
963	0.0372070308
964	0.03715018893
965	0.0371299517
966	0.03706063425
967	0.03703260544
968	0.03697928593
969	0.03694447416
970	0.03690798813
971	0.03685301736
972	0.03679037537
973	0.0367408674
974	0.03666138058
975	0.03662253811
976	0.03659422222
977	0.03656327005
978	0.03653530373
979	0.03650227664
980	0.03646383237
981	0.03642102299
982	0.03639320805
983	0.03634295743
984	0.03630743518
985	0.0362576757
986	0.03619956288
987	0.03615589772
988	0.0361336346
989	0.03608586598
990	0.03604892275
991	0.03599429488
992	0.03597386136
993	0.03594427874
994	0.03589830578
995	0.03583516002
996	0.03577390211
997	0.0357342557
998	0.03570706851
999	0.03562748789
